4,-2.279970,-0.693053,-3.542816,-2.279970,-0.693053,-3.513463,-2.286459,-0.658406,-3.505405,-2.286459,-0.658406,-3.551468
4,-2.239900,-0.700628,-3.553451,-2.178841,-0.708965,-3.562987,-2.177199,-0.737505,-3.494693,-2.241783,-0.706073,-3.493415
4,-2.239900,-0.700628,-3.553451,-2.243713,-0.664128,-3.583326,-2.200837,-0.688843,-3.587616,-2.178841,-0.708965,-3.562987
4,-2.196265,-0.567498,-3.556403,-2.198978,-0.569651,-3.494693,-2.167627,-0.553702,-3.494693,-2.171184,-0.558564,-3.556403
4,-2.243090,-0.600613,-3.492001,-2.198978,-0.569651,-3.494693,-2.196265,-0.567498,-3.556403,-2.237852,-0.593659,-3.559906
4,-2.279970,-0.693053,-3.542816,-2.239900,-0.700628,-3.553451,-2.241783,-0.706073,-3.493415,-2.279970,-0.693053,-3.513463
4,-2.279970,-0.693053,-3.542816,-2.286459,-0.658406,-3.551468,-2.243713,-0.664128,-3.583326,-2.239900,-0.700628,-3.553451
4,-2.241783,-0.706073,-3.493415,-2.261916,-0.658406,-3.474054,-2.286459,-0.658406,-3.505405,-2.279970,-0.693053,-3.513463
4,-2.282809,-0.617723,-3.511106,-2.243090,-0.600613,-3.492001,-2.237852,-0.593659,-3.559906,-2.282809,-0.617723,-3.543170
4,-2.225354,-0.647042,-3.596570,-2.225354,-0.611116,-3.596570,-2.171488,-0.592411,-3.598996,-2.178841,-0.664128,-3.599850
4,-2.286459,-0.658406,-3.551468,-2.286459,-0.658406,-3.505405,-2.282809,-0.617723,-3.511106,-2.282809,-0.617723,-3.543170
4,-2.159036,-0.691471,-3.590687,-2.178841,-0.708965,-3.562987,-2.200837,-0.688843,-3.587616,-2.178841,-0.664128,-3.599850
4,-2.225354,-0.647042,-3.596570,-2.178841,-0.664128,-3.599850,-2.200837,-0.688843,-3.587616,-2.243713,-0.664128,-3.583326
4,-2.171488,-0.592411,-3.598996,-2.196265,-0.567498,-3.556403,-2.171184,-0.558564,-3.556403,-2.146780,-0.564122,-3.589264
4,-2.237852,-0.593659,-3.559906,-2.196265,-0.567498,-3.556403,-2.171488,-0.592411,-3.598996,-2.225354,-0.611116,-3.596570
4,-2.225354,-0.647042,-3.596570,-2.243713,-0.664128,-3.583326,-2.237852,-0.593659,-3.559906,-2.225354,-0.611116,-3.596570
4,-2.286459,-0.658406,-3.551468,-2.282809,-0.617723,-3.543170,-2.237852,-0.593659,-3.559906,-2.243713,-0.664128,-3.583326
4,-2.261916,-0.658406,-3.474054,-2.243090,-0.600613,-3.492001,-2.282809,-0.617723,-3.511106,-2.286459,-0.658406,-3.505405
4,-2.098506,-0.754455,-3.528305,-2.070017,-0.754455,-3.528305,-2.050189,-0.758866,-3.499401,-2.109879,-0.756470,-3.494693
4,-2.114497,-0.694368,-3.593965,-2.114497,-0.658406,-3.607820,-2.051796,-0.658406,-3.613921,-2.051796,-0.698029,-3.598580
4,-2.114497,-0.595704,-3.609506,-2.114497,-0.560111,-3.595652,-2.051796,-0.552865,-3.602478,-2.051796,-0.595704,-3.617819
4,-2.114497,-0.533976,-3.494693,-2.051796,-0.521588,-3.494693,-2.051796,-0.531275,-3.557395,-2.114497,-0.541986,-3.557395
4,-1.989094,-0.696455,-3.597695,-1.989094,-0.658406,-3.610318,-1.936460,-0.658406,-3.596205,-1.946296,-0.692091,-3.592582
4,-1.989094,-0.722232,-3.557395,-1.925794,-0.706663,-3.561764,-1.926393,-0.740489,-3.506012,-1.989094,-0.746883,-3.516778
4,-1.989094,-0.595704,-3.611953,-1.989094,-0.550182,-3.599329,-1.945300,-0.555352,-3.593236,-1.935713,-0.595704,-3.596695
4,-1.989094,-0.518727,-3.494693,-1.926393,-0.520586,-3.494693,-1.925197,-0.543864,-3.561834,-1.989094,-0.529915,-3.557395
4,-2.051796,-0.698029,-3.598580,-2.051796,-0.658406,-3.613921,-1.989094,-0.658406,-3.610318,-1.989094,-0.696455,-3.597695
4,-2.050189,-0.733045,-3.552481,-1.989094,-0.722232,-3.557395,-1.989094,-0.746883,-3.516778,-2.028216,-0.750872,-3.523439
4,-2.051796,-0.595704,-3.617819,-2.051796,-0.552865,-3.602478,-1.989094,-0.550182,-3.599329,-1.989094,-0.595704,-3.611953
4,-2.051796,-0.521588,-3.494693,-1.989094,-0.518727,-3.494693,-1.989094,-0.529915,-3.557395,-2.051796,-0.531275,-3.557395
